ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Total,FullName,AlterEgos,Aliases,PlaceOfBirth,FirstAppearance,Publisher,Alignment,Gender,Race,Height_cm,Weight_kg,EyeColor,HairColor,Occupation,Base,GroupAffiliation,Relatives,ImageURL
644,Superman,94,100,100,100,100,85,579,Clark Kent,Superman Prime One-Million,Clark Joseph Kent; The Man of Steel; the Man of Tomorrow; the Last Son of Krypton; Big Blue; the Metropolis Marvel; the Action Ace,Krypton,ACTION COMICS #1,DC Comics,Good,Male,Kryptonian,191,101,Blue,Black,Reporter for the Daily Planet and novelist,Metropolis,"Justice League of America, The Legion of Super-Heroes (pre-Crisis as Superboy); Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Lois Lane (wife), Jor-El (father, deceased), Lara (mother, deceased), Jonathan Kent (adoptive father), Martha Kent (adoptive mother), Seyg-El (paternal grandfather, deceased), Zor-El (uncle, deceased), Alura (aunt, deceased), Supergirl (Kara Zor-El, cousin), Superboy (Kon-El/Conner Kent, partial clone)",https://www.superherodb.com/pictures2/portraits/10/100/791.jpg
645,Swamp Thing,88,95,25,100,100,55,463,Alec Holland,,Green Man; Swampy; the Weed; Le Bon Gumbo; Smalsh-Yegger (on Rann),,"Swamp Thing #1 (November, 1972)",DC Comics,Bad,Male,God / Eternal,0,0,Red,No Hair,"Planet Elemental, former Biochemist",,"formerly (Parliament of Trees; Parliament of Stones, Parliament of Flames, Parliament of Waves, and Parliament of Vapors), The Parliament of Worlds","Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef� Holland (daughter); Gregori Arcane (father-in-law, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/792.jpg
646,Swarm,75,18,50,90,38,35,306,Fritz von Meyer,,,,"Champions #14 (July, 1977)",Marvel Comics,Bad,Male,Mutant,196,47,Yellow,No Hair,Ph.D. in toxicology & entomology,Formerly South Africa,"Leader of the All-New Sinister Six; formerly Exterminators, Nazi Party",,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg
647,Sylar,75,10,12,28,91,56,272,Gabriel Gray,,Gabriel Sylar; Drew O'Grady; Dr. Suresh; Zane Taylor; Isaac Mendez,,,NBC - Heroes,Bad,Male,,0,0,,,Timepiece restorer,"New York, NY",,Virginia Gray (mother),https://www.superherodb.com/pictures2/portraits/10/100/953.jpg
648,Synch,75,67,23,28,74,56,323,Everett Thomas,,,,X-Men #36 (1994),Marvel Comics,Good,Male,,180,74,Brown,Black,Student,Massachusetts Academy,Generation X,"Stan Thomas (father), Ida Thomas (mother), Kim Ho Twae (adopted sister)",https://www.superherodb.com/pictures2/portraits/10/100/175.jpg
649,T-1000,75,34,33,100,100,75,417,Cyberdyne Systems Series 1000 Terminator,,T-1001; T-1002,,Terminator 2: Judgment Day,Dark Horse Comics,Bad,Male,Android,183,146,,,,,Skynet,,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg
650,T-800,75,34,17,60,73,65,324,Cyberdyne Systems Series 800 Terminator Model 101,,Terminator,,The Terminator (1984),Dark Horse Comics,Bad,Male,Cyborg,0,176,Red,,Assassin,,Skynet,,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg
651,T-850,75,80,25,90,83,75,428,Cyberdyne Systems Series 850 Terminator,,Terminator,,Terminator 3: Rise of the Machines (2003),Dark Horse Comics,Bad,Male,Cyborg,0,198,Red,,Assassin,,Skynet,,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg
652,T-X,75,63,29,85,100,80,432,Cyberdyne Systems Series X Terminator,,,,,Dark Horse Comics,Bad,Female,Cyborg,0,149,,,Assassin / Genesis Overseer,,Skynet,,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg
653,Taskmaster,75,12,50,20,63,100,320,Tony Masters,,,,Avengers #195,Marvel Comics,Bad,Male,Human,188,99,Brown,Brown,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp","Bagalia; A.I.M Island, Taskmaster's Academy",,"Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",https://www.superherodb.com/pictures2/portraits/10/100/21.jpg
654,Tempest,38,10,45,28,66,60,247,Angel Salvadore Bohusk,Angel Salvadore,,,"New X-Men #118 (November, 2001)",Marvel Comics,Good,Female,,163,54,Brown,Black,,,Formerly New Warriors; Special Class,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg
655,Thanos,100,100,33,100,100,80,513,Thanos,,The Mad Titan; Masterlord; The Overmaster; Chins,Titan,Iron Man #55,Marvel Comics,Bad,Male,Eternal,201,443,Red,No Hair,"Conqueror, worshiper of Death","Mobile, formerly Sanctuary II, Titan","Zodiac (ally); formerly Infinity Watch, Defenders","A'Lars (father): Sui-San (mother, deceased; Eros (brother);Kronos (paternal Grandfather, deceased); Daina (paternal grandmother, deceased); Zuras (uncle, deceased); Thena (cousin); Gamora (foster daughter);Nebula (alleged granddaughter); Rot (""child"" by Death);",https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg
656,The Cape,38,10,23,32,22,64,189,Vince Faraday,,Cape,,The Cape S01E01 (2011),DC Comics,Good,Male,,0,0,,,,,,"Trip Faraday (son), Dana Thompson-Faraday (wife)",https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg
657,The Comedian,63,14,17,10,12,80,196,Edward Morgen Blake,,Eddie Blake,,"Watchmen #1 (September, 1986)",DC Comics,Neutral,Male,Human,188,101,Brown,Black,Former Adventurer; Government Agent,New York City,"Formerly Crimebusters, Minutemen","Silk Spectre (Laurel ""Laurie"" Juspeczyk) (daughter)",https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg
658,Thing,75,84,21,100,38,80,398,Ben Grimm,,Blackbeard the Pirate; Grim Ben; Dr. Josiah Verpoorteen,"New York City, New York","Fantastic Four #1 (November, 1961)",Marvel Comics,Good,Male,Human / Radiation,183,225,Blue,No Hair,"Adventurer, former Air Force test pilot","Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;","Fantastic Four formerly Avengers West Coast, Unlimited Class Wrestling Federation, Thunderiders","Daniel (father, deceased), Elsie (mother, deceased), Daniel Jr. (brother, deceased), Jacob ('Jake,' uncle), Alyce (aunt, deceased), Pentunia ('Penny,' aunt, Jacob's second wife)",https://www.superherodb.com/pictures2/portraits/10/100/139.jpg
659,Thor,69,100,83,100,100,100,552,Thor Odinson,Rune King Thor,Donald Blake; Sigurd Jarlson; Jake Olsen; Donar the Mighty,Asgard,"Journey into Mystery #83 (August, 1962)",Marvel Comics,Good,Male,Asgardian,198,288,Blue,Blond,King of Asgard; formerly EMS Technician; Physician,"New York, New York",Avengers,"Odin (father), Gaea (mother), Frigga (step-mother), Loki (step-brother), Vidar (half-brother), Buri (paternal great-grandfather), Bolthorn (maternal great grandfather), Bor (grandfather), Bestla (grandmother), Vili (uncle), Ve (uncle), Sigyn (former sister-in-law), Hela (alleged niece), Jormungand (alleged nephew), Fernis Wolf (alleged nephew)",https://www.superherodb.com/pictures2/portraits/10/100/140.jpg
660,Thor Girl,75,83,70,84,100,70,482,Tarene,,Asgard Lass; the Designate; the Destroyer; Hammerette; Hammer Girl; Hammer Lass; Tara Olson; Spirit of the Jewel; the Supreme; Thoreta; Thorita; Thor Lass,,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33",Marvel Comics,Good,Female,Asgardian,175,143,Blue,Blond,,"Camp Hammond; FormerlyNew York City, Formerly Asgard",Ally of the Asgardians,,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg
661,Thunderbird,50,32,27,32,13,70,224,John Proudstar,,,"Camp Verde, Arizona",Giant-Size X-Men #1 (1975),Marvel Comics,Good,Male,,185,101,Brown,Black,"Former adventurer, student, Marine","Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","X-Men, formerly US Marine Corp","Unidentified grandfather (deceased), Neal Proudstar (father, deceased), Maria Proudstar (mother, deceased), James Proudstar (Warpath, brother)",https://www.superherodb.com/pictures2/portraits/10/100/611.jpg
662,Thunderbird II,,,,,,,,James Proudstar,Warpath,,,,Marvel Comics,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg
663,Thunderbird III,,,,,,,,Neal Shaara,,,Bangladesh,,Marvel Comics,Good,Male,,175,74,Brown,Black,Adventurer,,"None; formerly X-Men, X-Corporation","Sanjit (brother,deceased)",https://www.superherodb.com/pictures2/portraits/10/100/141.jpg
664,Thunderstrike,63,80,70,84,42,72,411,Eric Kevin Masterson,,Thor,,(as Masterson) Thor #391; (as Thor) Thor #432; (as Thunderstrike) Thunderstrike #1,Marvel Comics,Good,Male,,198,288,Blue,Blond,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",,"(At time of death) Avengers; (Formerly) Legion of the Unliving, Thor Corps","Marcy Masterson Steele (wife, divorced), Kevin Masterson (son)",https://www.superherodb.com/pictures2/portraits/10/100/177.jpg
665,Thundra,38,81,32,64,26,54,295,Thundra,,,,"Fantastic Four #129 (December, 1972)",Marvel Comics,Good,Female,,218,158,Green,Red,"Ruler, warrior",Mobile; United Sisterhood Republic of North America,"Lady Liberators; Empress of the Sisterhood; formerly Frightful Four, Fantastic Four, former agent of Roxxon Oil Corporation","Superia (alleged ancestor), Arkon (consort) Lyra (alternate reality daughter)",https://www.superherodb.com/pictures2/portraits/10/100/508.jpg
666,Tiger Shark,38,72,46,70,51,28,305,Todd Arliss,,Arlys Tigershark,"Pasadena, California","Sub-Mariner #5 (September, 1968)",Marvel Comics,Bad,Male,Human,185,203,Grey,No Hair,,,"Villains for Hire, Lethal Legion, Dr. Dorcas; Masters of Evil; Namor's Deep Six; Attuma's Deep Six; Offenders","Diane Newell (sister); Mara (wife, deceased); Walter Newell (brother-in-law);",https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg
667,Tigra,63,32,53,38,33,90,309,Greer Grant Nelson,,The Cat; Greer Sorenson,Presumably Chicago Illinois USA,The Cat #1,Marvel Comics,Good,Female,,178,81,Green,Auburn,"Laboratory assistant, model, adventurer, NYC police","New York City, New York USA",Avengers,"Mr. Grant (father), Mrs. Grant (mother, deceased), William Nelson (husband, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/42.jpg
668,Tinkerer,100,10,23,14,10,14,171,Phineas Mason,,,,Amazing Spider-Man #2 (1963),Marvel Comics,Bad,Male,,163,54,Brown,White,Inventor and technician serving the underworld,,,"Deborah Watts Mason (wife, deceased), Rick Mason (aka Agent, son, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg
669,Titan,,,,,,,,,,,,,HarperCollins,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg
670,Toad,50,34,58,56,70,28,296,Mortimer Toynbee,,The Terrible Toad-King,"York, England","X-Men #4 (March, 1964)",Marvel Comics,Neutral,Male,Mutant,175,76,Black,Brown,Former criminal,,"198; (formerly) Brotherhood of Evil Mutants, Misfits; (formerly) associate of Gideon, Emma Frost",,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg
671,Toxin,56,73,70,84,82,70,435,Patrick Mulligan,,Larry,New York City,Venom vs. Carnage #1 (2004),Marvel Comics,Good,Male,Symbiote,188,97,Blue,Brown,Police officer,,Ally of Spider-Man and Black Cat,"Gina Mulligan (wife), Edward Mulligan (son), Mr. Mulligan (father), Mrs. Mulligan (mother), Carnage (""father""), Venom (""grandfather"")",https://www.superherodb.com/pictures2/portraits/10/100/848.jpg
672,Toxin,75,80,42,85,97,70,449,Eddie Brock,"Anti-Venom, Venom","Eddie; Sister Edwina; ""Ed""; Edwin Brock; Venom; Lethal Protector; 998th; Anti-Venom; White Venom","San Francisco, California",Venom Vol 2 #17,Marvel Comics,Good,Male,Symbiote,191,117,Black,Blond,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe","New York, New York","Formerly; temporary partner of Agent Venom, Savage Six, Sinister Six, Revengers, former partner of Vengeance, Spider-Man, Scarlet Spider. Volunteer at F.E.A.S.T.","Carl Brock (father, estranged), Janine Brock (mother, deceased), Mary Brock (sister), Ann Weying (ex-wife, deceased), Symbiotes' relatives: Anti-Venom Symbiote (former symbiote, uncle and former brother, deceased), Venom Symbiote (former symbiote, grandfather, former brother), Agony, Phage, Riot, Lasher (uncles, former sons), Scorn (sister, former niece), Carnage (father, former son), Scream (aunt, former daughter, deceased), Hybrid (uncle, former son, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg
673,Tracy Strauss,,,,,,,,Tracy Strauss,,Ice Queen,"Beverly Hills, CA",,NBC - Heroes,Good,Female,,0,0,,,"Former aide to Senator Nathan Petrelli, Former Pinehearst consultant, former political adviser to Governor Robert Malden",,,"Niki Sanders (estranged triplet sister, deceased), Barbara (estranged triplet sister), W. Strauss (father), Rebecca Rosenthal (mother)",https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg
674,Trickster,,,,,,,,Giovanni Giuseppe,,James Jesse,,"Flash #113 (July, 1960)",DC Comics,,Male,Human,183,81,Blue,Blond,"Special effects designer, con artist",Keystone City,,,https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg
675,Trigon,,99,,,,,,,,"Lucifer; Satan,The Devil; Lord Trigon; Master Trigon; King Trigon; Conqueror of Worlds; Ruler of the Five Under Realms",,"New Teen Titans #5 (March, 1981)",DC Comics,Bad,Male,God / Eternal,0,0,Yellow,Black,,,,"Belial (son), Ruskoff (son), Suge (son), Raven (daughter)",https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg
676,Triplicate Girl,63,10,23,42,44,42,224,Luornu Durgo,,Duo Damsel; Una; Triad,,Teen Titans/Legion Special #1,DC Comics,Good,Female,,168,59,Purple,Brown,,"Earth, 31st century",Legion of Super-Heroes,,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg
677,Triton,56,63,50,65,35,55,324,Triton,,,"Island of Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",Marvel Comics,Good,Male,Inhuman,188,86,Green,No Hair,,,"Inhuman Royal Family, Universal Inhumans, Royal Guard, New Inhuman Elite; formerly Shi'ar Army Elite Corps & Imperial Guard[citation needed], Namor's Deep Six","Mander, Azur (parents, deceased), Karnak (brother, deceased), Magnar, Zeta (paternal grandparents), Kobar, La (maternal grandparents), Rynda (paternal aunt), Ambur (maternal aunt) ,Black Bolt, Maximus, Medusa, Crystal (cousins)",https://www.superherodb.com/pictures2/portraits/10/100/513.jpg
678,Two-Face,88,10,12,14,9,28,161,Harvey Dent,,Apollo,,,DC Comics,Bad,Male,,183,82,,,Reformed criminal; former district attorney,,,"Duela Dent (Daughter), Gilda Dent (Wife), Poison Ivy (Fianc�e), Rachel Dawes (Girlfriend)",https://www.superherodb.com/pictures2/portraits/10/100/802.jpg
679,Ultragirl,50,80,35,70,35,80,350,Tsu-Zana,,Suzy Sherman; Ultra-Girl,,,Marvel Comics,Good,Female,,168,105,Blue,Blond,Model,,"Initiative, New Warriors",Toby Sherman (father),https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg
680,Ultron,88,83,42,100,100,64,477,Ultron,,Crimson Cowl; Great Devil; Great Ultron; Iron Man; Mark; Omega; Ultimate Ultron; Ultron-5 (and hundreds of other sequential numerical designations); Ultron Mark Twelve; Ho Yinsen,"Created in Cresskill, New Jersey","Avengers #54 (July, 1968)",Marvel Comics,Bad,Male,Android,206,331,Red,,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",,"Phalanx; formerly Sons of Yinsen, Lethal Legion, Masters of Evil","Hank Pym (Yellowjacket, creator, ""father""), Janet Van Dyne (Wasp, regarded by Ultron as ""mother"" due to marriage to Pym), Jocasta (creation, former mate), Alkhema (creation, former mate, deactivated), Vision (creation, ""son""), Victor Mancha (creation, son), Rex (creation, pet, deactivated), Robos & Bio-Synthezoids (creations of Alkhema, ""grandchildren"";, destroyed); Simon Williams (Wonder Man), Eric Williams (Grim Reaper) & Wanda Maximoff (Scarlet Witch), all regarded by Ultron as part of his ""extended family"" due to their familial connections with the Vision",https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg
681,Utgard-Loki,50,80,23,84,85,64,386,,,,Jotunheim,,Marvel Comics,Bad,Male,Frost Giant,,,Blue,White,Monarch,,Giants of Jotunheim,,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg
682,Vagabond,,,,,,,,Priscilla Lyons,,,,"(as Lyons) CAPTAIN AMERICA #325, (as Vagabond) CAPTAIN AMERICA #342",Marvel Comics,Good,Female,,168,54,Blue,Strawberry Blond,Adventurer,Mobile,Former partner of Nomad,Phil (brother),https://www.superherodb.com/pictures2/portraits/10/100/145.jpg
683,Valerie Hart,,,,,,,,,,,"East Coast, Canada",Team Epic Episode 101,Team Epic TV,Good,Female,,175,56,Hazel,Black,"Vigilante, Superhero",Toronto,Team Epic,,https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg
684,Valkyrie,,94,,,,,,Brunnhilde (also spelled Brunnhilda),,Barbara Norriss; Samantha Parrington,Presumably Asgard,"(Enchantress in Valkyrie's form) AVENGERS #87, (Samantha Parrington in Valkyrie's form) INCREDIBLE HULK #142, (Brunnhilde in Barbara Norriss's body) DEFENDERS #3, (Brunnhilde in her own body) DEFENDERS #109",Marvel Comics,Good,Female,,191,214,Blue,Blond,"Chooser of the Slain, Adventurer","Asgard, later New York City area, later Defenders Mansion, Colorado.","Gods at Asgard, Valkyrior, Defenders",,https://www.superherodb.com/pictures2/portraits/10/100/147.jpg
685,Vanisher,63,10,75,56,61,42,307,,,Telford Porter,"Boston, Massachusetts",X-Men (Vol 1) #2,Marvel Comics,Bad,Male,,165,79,Green,No Hair,"Professional criminal, former subversive","former) Factor Three headquarters, Europe; Beat Street Club, New York City","(former) Outer Circle of Enforcers II, Factor Three, Fallen Angels",,https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg
686,Vegeta,81,100,92,95,100,100,568,Vegeta,,Prince Vegeta; The Saiyan Prince; The Prince of all Saiyans; Majin Vegeta; Bejiita; Bejiita no Ouji; Vejita; Vegita; Captain Vegeta; Vegeta-Sama; Makita (Hebrew dub); Bezita (Malaysian dub); Super Vegeta,,Dragon Ball #17,Shueisha,Bad,Male,Saiyan,168,73,,Black,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg
687,Venom,75,57,65,84,86,84,451,Eddie Brock,"Anti-Venom, Toxin",,"New York, New York","(as alien costume) Secret Wars #8, (behind the scenes) Web of Spider-Man #18, (actual appearance) Amazing Spider-Man #300",Marvel Comics,Bad,Male,Symbiote,191,117,Blue,Strawberry Blond,"Vigilante; former journalist for the Daily Globe, government operative","New York, New York",Sinister Six (formerly),"Eddie Brock: Carl Brock (father), Jamie Brock (mother), Anne Weying (She-Venom, ex wife, deceased); Venom symbiote: Carnage (bonded to Cletus Kasidy, 1st generation offspring), five forced offspring - one independant (bonded to Donna, last name unrevealed, 1st generation offspring), four forming a composite symbiote (Hybrid (bonded to Scott Washington, 1st generation offspring), Toxin (bonded to Patrick Mulligan, 2nd generation offspring)",https://www.superherodb.com/pictures2/portraits/10/100/22.jpg
